word_a,freq_a,word_b,freq_b,type,use_marker,d_type,count
Mayfair,12233,GL,5964,https://en.wikipedia.org/wiki/List_of_cigarette_brands,TRUE,brands,1
Sakura,9412,GL,5964,https://en.wikipedia.org/wiki/List_of_cigarette_brands,TRUE,brands,1
Viceroy,7369,GL,5964,https://en.wikipedia.org/wiki/List_of_cigarette_brands,TRUE,brands,1
Seagate,7764,Wipro,5962,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,1
After Dinner,6662,Balmoral,5948,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,1
Alhambra,6349,Balmoral,5948,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,1
Infiniti,8284,SSC,5779,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,1
Bianco,63,SSC,5779,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,1
Lark,331,Doral,5753,https://en.wikipedia.org/wiki/List_of_cigarette_brands,TRUE,brands,1
HB,9839,Doral,5753,https://en.wikipedia.org/wiki/List_of_cigarette_brands,TRUE,brands,1
TAC,7754,Bajaj,5366,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,1
Faraday,7161,Bajaj,5366,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,1
SSC,5779,Bajaj,5366,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,1
Schweppes,52,Sprite,5279,https://en.wikipedia.org/wiki/List_of_brand_name_soft_drink_products,FALSE,brands,1
Maserati,5282,Hennessey,5193,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,1
Cadence,6256,Morel,5159,https://en.wikipedia.org/wiki/List_of_car_audio_manufacturers_and_brands,TRUE,brands,1
Chopin,15956,Cirrus,5145,https://en.wikipedia.org/wiki/List_of_vodkas,TRUE,brands,1
Kauffman,9383,Cirrus,5145,https://en.wikipedia.org/wiki/List_of_vodkas,TRUE,brands,1
Belvedere,7512,Cirrus,5145,https://en.wikipedia.org/wiki/List_of_vodkas,TRUE,brands,1
Vox,6639,Cirrus,5145,https://en.wikipedia.org/wiki/List_of_vodkas,TRUE,brands,1
Fittipaldi,5514,Fuente,4996,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,1
Quintero,5194,Fuente,4996,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,1
Amador,37,Fuente,4996,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,1
Gurkha,5686,Quesada,4767,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,1
Fittipaldi,5514,Quesada,4767,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,1
Range Rover,5247,Chamonix,4765,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,1
SGI,4792,Pentax,4524,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,1
Avaya,4676,Pentax,4524,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,1
Casio,57,Packard Bell,4357,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,1
Ricoh,4845,Packard Bell,4357,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,1
SGI,4792,Packard Bell,4357,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,1
Kyocera,47,Packard Bell,4357,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,1
Avaya,4676,Packard Bell,4357,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,1
Santo Domingo,150,Chantilly,4292,https://en.wikipedia.org/wiki/List_of_perfumes,TRUE,brands,1
Gaultier,54,Chantilly,4292,https://en.wikipedia.org/wiki/List_of_perfumes,TRUE,brands,1
Fracas,6226,Chantilly,4292,https://en.wikipedia.org/wiki/List_of_perfumes,TRUE,brands,1
Remington,11297,Baikal,4285,https://en.wikipedia.org/wiki/List_of_firearm_brands,TRUE,brands,1
MSI,40,Huawei,4259,https://en.wikipedia.org/wiki/List_of_electronics_brands,FALSE,brands,1
Barr,47651,Dr Pepper,3864,https://en.wikipedia.org/wiki/List_of_brand_name_soft_drink_products,TRUE,brands,1
Estrella,5338,Karuna,3753,https://en.wikipedia.org/wiki/List_of_Kraft_brands,TRUE,brands,1
Glock,8214,MTs,3549,https://en.wikipedia.org/wiki/List_of_firearm_brands,TRUE,brands,1
TSMC,77,TDK,3158,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,1
Gigabyte,3343,TDK,3158,https://en.wikipedia.org/wiki/List_of_electronics_brands,FALSE,brands,1
Mitre,4222,Fila,3144,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,1
Estrella,5338,Oreo,2982,https://en.wikipedia.org/wiki/List_of_Kraft_brands,TRUE,brands,1
Magnum,14723,Dairy Queen,2928,https://en.wikipedia.org/wiki/List_of_ice_cream_brands,TRUE,brands,1
Chunghwa,33,Matra,2889,https://en.wikipedia.org/wiki/List_of_cigarette_brands,TRUE,brands,1
Nikon,162,Phase One,2765,https://en.wikipedia.org/wiki/List_of_digital_camera_brands,TRUE,brands,1
Vax,2921,Sandisk,2648,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,1
Nabucco,3594,Tir,2642,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,1
Barracuda,3269,Tir,2642,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,1
Rima,18,Tir,2642,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,1
Origen,4312,Tenorio,2614,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,1
Bermudez,39,Tenorio,2614,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,1
Terry's,5825,Seven Seas,2449,https://en.wikipedia.org/wiki/List_of_Kraft_brands,TRUE,brands,1
Kool-Aid,3125,Seven Seas,2449,https://en.wikipedia.org/wiki/List_of_Kraft_brands,TRUE,brands,1
Rambler,3266,NO.,2396,https://en.wikipedia.org/wiki/List_of_cigarette_brands,TRUE,brands,1
Matra,2889,NO.,2396,https://en.wikipedia.org/wiki/List_of_cigarette_brands,TRUE,brands,1
Fujifilm,2593,HCL,2341,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,1
Patagonia,8146,Oxbow,2193,https://en.wikipedia.org/wiki/List_of_swimwear_brands,TRUE,brands,1
Speedo,3736,Titleist,2153,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,1
Shimano,25,Titleist,2153,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,1
Drifter,45,Spira,2146,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,1
Fujifilm,2593,ZTE,2128,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,1
Miele,28,ECS,1955,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,1
Fanta,1977,Gini,1949,https://en.wikipedia.org/wiki/List_of_brand_name_soft_drink_products,TRUE,brands,1
Mizuno,4416,Onda,1931,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,1
Fila,3144,Onda,1931,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,1
Shimano,25,Onda,1931,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,1
Steyr,2434,OTs,1917,https://en.wikipedia.org/wiki/List_of_firearm_brands,TRUE,brands,1
Avanti,2237,Baccarat,1883,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,1
Ambrosia,18,Nub,1878,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,1
Toscano,1992,Nub,1878,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,1
Baccarat,1883,Nub,1878,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,1
HCL,2341,D-Link,1822,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,1
ECS,1955,D-Link,1822,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,1
Ssangyong,3682,Pagani,1798,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,1
Datsun,65,Pagani,1798,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,1
HSV,46,Pagani,1798,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,1
Mizuno,4416,Musto,1733,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,1
Shimano,25,Musto,1733,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,1
Titleist,2153,Umbro,1691,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,1
M7,1674,V/S,1663,https://en.wikipedia.org/wiki/List_of_perfumes,TRUE,brands,1
Olin,953,Rosemount,1659,https://en.wikipedia.org/wiki/List_of_ski_brands,TRUE,brands,1
Dolce Vita,1754,Omnia,1619,https://en.wikipedia.org/wiki/List_of_perfumes,TRUE,brands,1
Siglo,1626,Comandante,1619,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,1
Siglo,1626,Perdomo,1615,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,1
Chapman's,4131,Dreyer's,1586,https://en.wikipedia.org/wiki/List_of_ice_cream_brands,TRUE,brands,1
Top Deck,1753,Macadamia,1558,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,1
Vanity Fair,16222,Ultimo,1545,https://en.wikipedia.org/wiki/List_of_lingerie_brands,TRUE,brands,1
Chantelle,2446,Ultimo,1545,https://en.wikipedia.org/wiki/List_of_lingerie_brands,TRUE,brands,1
Noa,2253,Cherry Blossom,1492,https://en.wikipedia.org/wiki/List_of_perfumes,TRUE,brands,1
Tambor,11,Nomi,1482,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,1
BPL,1596,Grundig,1473,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,1
Reva,18,Fisker,1453,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,1
Lancia,7,Elfin,1449,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,1
HSV,46,Elfin,1449,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,1
Fisker,1453,Elfin,1449,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,1
Snickers,95,Milka,1393,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,1
Sennheiser,1329,Fairlight,1312,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,1
Gini,1949,Sunkist,1288,https://en.wikipedia.org/wiki/List_of_brand_name_soft_drink_products,TRUE,brands,1
Magnum,14723,Baskin-Robbins,1287,https://en.wikipedia.org/wiki/List_of_ice_cream_brands,TRUE,brands,1
Noa,2253,Ivoire,1263,https://en.wikipedia.org/wiki/List_of_perfumes,TRUE,brands,1
MDX,1565,Dasani,1256,https://en.wikipedia.org/wiki/List_of_brand_name_soft_drink_products,TRUE,brands,1
S&W,1453,Benelli,1226,https://en.wikipedia.org/wiki/List_of_firearm_brands,FALSE,brands,1
Tabacalera,19,Oliveros,1224,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,1
Panoramic,21277,Panavision,1218,https://en.wikipedia.org/wiki/List_of_anamorphic_format_trade_names,TRUE,brands,1
Demetrio,2257,Milagro,1185,https://en.wikipedia.org/wiki/List_of_tequilas,TRUE,brands,1
Fruit of the Loom,1562,Wonderbra,1157,https://en.wikipedia.org/wiki/List_of_lingerie_brands,TRUE,brands,1
Bar None,1219,Rolo,1153,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,1
Gola,1286,Everlast,1137,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,1
Tyr,1241,Everlast,1137,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,1
Air Jordan,1147,Everlast,1137,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,1
Billabong,1377,La Perla,975,https://en.wikipedia.org/wiki/List_of_swimwear_brands,TRUE,brands,1
Sunkist,1288,Lucozade,969,https://en.wikipedia.org/wiki/List_of_brand_name_soft_drink_products,TRUE,brands,1
Lucozade,969,Fresca,967,https://en.wikipedia.org/wiki/List_of_brand_name_soft_drink_products,TRUE,brands,1
Lucozade,969,7 Up,945,https://en.wikipedia.org/wiki/List_of_brand_name_soft_drink_products,TRUE,brands,1
S&W,1453,Blaser,915,https://en.wikipedia.org/wiki/List_of_firearm_brands,TRUE,brands,1
ASICS,75,Webb Ellis,882,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,1
Ascari,959,Abarth,882,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,1
Ornelas,958,Milenio,882,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,1
Iriver,964,Audiovox,875,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,1
Dasani,1256,Orangina,851,https://en.wikipedia.org/wiki/List_of_brand_name_soft_drink_products,TRUE,brands,1
Fresca,967,Orangina,851,https://en.wikipedia.org/wiki/List_of_brand_name_soft_drink_products,TRUE,brands,1
eMachines,867,Magnavox,843,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,1
Under Armour,17,Sherrin,829,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,1
Braun,29438,Sun Microsystems,813,https://en.wikipedia.org/wiki/List_of_electronics_brands,FALSE,brands,1
Munchies,1194,Yorkie,783,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,1
Chomp,999,Yorkie,783,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,1
Don Diego,795,Don Jose,761,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,1
Excel,34537,Ipso,756,https://en.wikipedia.org/wiki/List_of_breath_mints,FALSE,brands,1
Gauloises,85,Peter Stuyvesant,729,https://en.wikipedia.org/wiki/List_of_cigarette_brands,TRUE,brands,1
Chantelle,2446,Ann Summers,711,https://en.wikipedia.org/wiki/List_of_lingerie_brands,TRUE,brands,1
Playtex,12,Ann Summers,711,https://en.wikipedia.org/wiki/List_of_lingerie_brands,TRUE,brands,1
Magnavox,843,Telefunken,684,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,1
Frisk,2532,Sisu,672,https://en.wikipedia.org/wiki/List_of_breath_mints,TRUE,brands,1
Safeguard,649,Vidal Sassoon,652,https://en.wikipedia.org/wiki/List_of_Procter_%26_Gamble_brands,TRUE,brands,1
Hilal,4964,Rasha,652,https://en.wikipedia.org/wiki/List_of_chewing_gum_brands,TRUE,brands,1
Renesas,647,Hisense,643,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,1
Mikasa,9,Le Tigre,634,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,1
Chantelle,2446,Gerbe,598,https://en.wikipedia.org/wiki/List_of_lingerie_brands,TRUE,brands,1
Chantelle,2446,Pretty Polly,588,https://en.wikipedia.org/wiki/List_of_lingerie_brands,TRUE,brands,1
Wonderbra,1157,Pretty Polly,588,https://en.wikipedia.org/wiki/List_of_lingerie_brands,TRUE,brands,1
Ann Summers,711,Pretty Polly,588,https://en.wikipedia.org/wiki/List_of_lingerie_brands,TRUE,brands,1
Don Diego,795,Cupido,585,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,1
Soyo,616,Vizio,574,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,1
Michelin,263,Cinelli,567,https://en.wikipedia.org/wiki/List_of_bicycle_part_manufacturing_companies,TRUE,brands,1
Atala,9,Cinelli,567,https://en.wikipedia.org/wiki/List_of_bicycle_part_manufacturing_companies,TRUE,brands,1
Safeguard,649,Tampax,551,https://en.wikipedia.org/wiki/List_of_Procter_%26_Gamble_brands,TRUE,brands,1
Pepto-Bismol,645,Tampax,551,https://en.wikipedia.org/wiki/List_of_Procter_%26_Gamble_brands,TRUE,brands,1
Tang,75175,Cadbury,544,https://en.wikipedia.org/wiki/List_of_Kraft_brands,TRUE,brands,1
Cameo,32269,Cadbury,544,https://en.wikipedia.org/wiki/List_of_Kraft_brands,TRUE,brands,1
S'mores,572,Whittaker's,541,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,1
Grand Slam,1875,Mounds,524,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,1
Breakaway,79445,Mounds,524,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,1
Finch,24819,Isuzu,511,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,1
Kia,21524,Isuzu,511,https://en.wikipedia.org/wiki/List_of_car_brands,FALSE,brands,1
Tesla,7,Isuzu,511,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,1
Corzo,644,Corralejo,495,https://en.wikipedia.org/wiki/List_of_tequilas,TRUE,brands,1
Rive Gauche,635,Poivre,486,https://en.wikipedia.org/wiki/List_of_perfumes,TRUE,brands,1
KEF,478,Yaesu,472,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,1
Rossignol,1866,Voit,466,https://en.wikipedia.org/wiki/List_of_ski_brands,TRUE,brands,1
Toblerone,472,Baby Ruth,466,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,1
KEF,478,Viewsonic,463,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,1
Montecristo,489,Te Amo,462,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,1
Spanx,499,Maidenform,446,https://en.wikipedia.org/wiki/List_of_lingerie_brands,FALSE,brands,1
Leica,3968,Rollei,441,https://en.wikipedia.org/wiki/List_of_digital_camera_brands,TRUE,brands,1
Oxbow,2193,Volcom,438,https://en.wikipedia.org/wiki/List_of_swimwear_brands,TRUE,brands,1
Tidal Wave,62,Juicy Fruit,431,https://en.wikipedia.org/wiki/List_of_chewing_gum_brands,TRUE,brands,1
Nicorette,1331,Juicy Fruit,431,https://en.wikipedia.org/wiki/List_of_chewing_gum_brands,TRUE,brands,1
Loulou,466,Black Orchid,429,https://en.wikipedia.org/wiki/List_of_perfumes,TRUE,brands,1
Olin,953,Nordica,413,https://en.wikipedia.org/wiki/List_of_ski_brands,TRUE,brands,1
McIntosh,18423,Sanyo,398,https://en.wikipedia.org/wiki/List_of_car_audio_manufacturers_and_brands,TRUE,brands,1
Safeguard,649,Metamucil,394,https://en.wikipedia.org/wiki/List_of_Procter_%26_Gamble_brands,TRUE,brands,1
Zonda,499,Sansui,391,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,1
Pantech,4,Sansui,391,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,1
A Mild,472,Double Happiness,381,https://en.wikipedia.org/wiki/List_of_cigarette_brands,TRUE,brands,1
Nicorette,1331,Doublemint,375,https://en.wikipedia.org/wiki/List_of_chewing_gum_brands,TRUE,brands,1
Cheez Whiz,412,Sanka,375,https://en.wikipedia.org/wiki/List_of_Kraft_brands,TRUE,brands,1
Canada Dry,4,Monster Energy,371,https://en.wikipedia.org/wiki/List_of_brand_name_soft_drink_products,TRUE,brands,1
Black Orchid,429,Lily of the Valley,364,https://en.wikipedia.org/wiki/List_of_perfumes,TRUE,brands,1
Cadence,6256,Nakamichi,359,https://en.wikipedia.org/wiki/List_of_car_audio_manufacturers_and_brands,TRUE,brands,1
Nicorette,1331,Dentyne,346,https://en.wikipedia.org/wiki/List_of_chewing_gum_brands,TRUE,brands,1
Toblerone,472,Butterfinger,338,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,1
Mars Bar,372,Butterfinger,338,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,1
Lindor,358,Butterfinger,338,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,1
Milk Shake,352,Butterfinger,338,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,1
Loulou,466,Ambre,332,https://en.wikipedia.org/wiki/List_of_perfumes,TRUE,brands,1
InterContinental Hotels Group,5,Best Western Hotels,329,https://en.wikipedia.org/wiki/List_of_chained-brand_hotels,TRUE,brands,1
Herbal Essences,344,Febreze,325,https://en.wikipedia.org/wiki/List_of_Procter_%26_Gamble_brands,TRUE,brands,1
Chips Ahoy!,379,Miracle Whip,313,https://en.wikipedia.org/wiki/List_of_Kraft_brands,TRUE,brands,1
Napa,25196,Calpol,293,https://en.wikipedia.org/wiki/Paracetamol_brand_names,TRUE,brands,1
Mentos,621,Certs,291,https://en.wikipedia.org/wiki/List_of_breath_mints,TRUE,brands,1
Cowon,352,Medion,289,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,1
Lite-On,317,Medion,289,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,1
La Aurora,291,Gispert,287,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,1
Momentum,211314,Adol,283,https://en.wikipedia.org/wiki/Paracetamol_brand_names,TRUE,brands,1
Medion,289,Aopen,283,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,1
Bontrager,394,Marzocchi,281,https://en.wikipedia.org/wiki/List_of_bicycle_part_manufacturing_companies,TRUE,brands,1
Bar One,353,Cadbury Dairy Milk,278,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,1
Japp,354,Freia,273,https://en.wikipedia.org/wiki/List_of_Kraft_brands,TRUE,brands,1
Hawaiian Punch,286,Cheerwine,269,https://en.wikipedia.org/wiki/List_of_brand_name_soft_drink_products,TRUE,brands,1
Napa,25196,Panadol,268,https://en.wikipedia.org/wiki/Paracetamol_brand_names,TRUE,brands,1
Lily of the Valley,364,En Passant,265,https://en.wikipedia.org/wiki/List_of_perfumes,TRUE,brands,1
Ambre,332,En Passant,265,https://en.wikipedia.org/wiki/List_of_perfumes,TRUE,brands,1
Grey Goose,917,Downunder,264,https://en.wikipedia.org/wiki/List_of_vodkas,TRUE,brands,1
Lite-On,317,Fuji Electric,262,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,1
Ping,23315,Reebok,247,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,1
Pepsi Max,549,Barq's,247,https://en.wikipedia.org/wiki/List_of_brand_name_soft_drink_products,TRUE,brands,1
Limca,424,Barq's,247,https://en.wikipedia.org/wiki/List_of_brand_name_soft_drink_products,TRUE,brands,1
Raymond,144349,Kappa,241,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,FALSE,brands,1
Gul,41993,Kappa,241,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,1
Chicos,281,La Corona,241,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,1
Monteros,254,La Corona,241,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,1
Kiss Me Deadly,342,LELO,223,https://en.wikipedia.org/wiki/List_of_lingerie_brands,TRUE,brands,1
VAIO,3561,Everex,222,https://en.wikipedia.org/wiki/List_of_laptop_brands_and_manufacturers,TRUE,brands,1
A Mild,472,Muratti,211,https://en.wikipedia.org/wiki/List_of_cigarette_brands,TRUE,brands,1
Gitanes,0,Muratti,211,https://en.wikipedia.org/wiki/List_of_cigarette_brands,TRUE,brands,1
Cisco Systems,185,Alfa,198,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,1
Cameo,32269,Nabisco,197,https://en.wikipedia.org/wiki/List_of_Kraft_brands,FALSE,brands,1
Lily of the Valley,364,Mitsouko,194,https://en.wikipedia.org/wiki/List_of_perfumes,TRUE,brands,1
En Passant,265,Mitsouko,194,https://en.wikipedia.org/wiki/List_of_perfumes,TRUE,brands,1
Moser Baer,226,Onida,192,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,1
Xerox,29146,Thorn,188,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,1
San Miguel,18117,Belinda,185,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,1
La Paz,17541,Belinda,185,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,1
Domenico,124,Belinda,185,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,1
O'Neill,2525,Roxy,183,https://en.wikipedia.org/wiki/List_of_swimwear_brands,TRUE,brands,1
De Marchi,2,Rapha,181,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,1
Choice Hotels,588,Whitbread plc,177,https://en.wikipedia.org/wiki/List_of_chained-brand_hotels,TRUE,brands,1
Cracker Jack,43,Jiffy Pop,168,https://en.wikipedia.org/wiki/List_of_popcorn_brands,TRUE,brands,1
Demetrio,2257,Don Julio,166,https://en.wikipedia.org/wiki/List_of_tequilas,TRUE,brands,1
Cabo Wabo,1,Don Julio,166,https://en.wikipedia.org/wiki/List_of_tequilas,FALSE,brands,1
Best Western Hotels,329,Hilton Worldwide,164,https://en.wikipedia.org/wiki/List_of_chained-brand_hotels,TRUE,brands,1
Loews Hotels,3,Hilton Worldwide,164,https://en.wikipedia.org/wiki/List_of_chained-brand_hotels,TRUE,brands,1
Russell Athletic,4,Sergio Tacchini,164,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,1
Ellesse,189,Sergio Tacchini,164,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,FALSE,brands,1
Athleta,158,Kempa,155,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,1
Meizu,1,Aigo,153,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,1
Miracoli,195,Mostro,143,https://en.wikipedia.org/wiki/List_of_Kraft_brands,TRUE,brands,1
Atari,18236,Qualcomm,142,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,1
Alfa,198,Qualcomm,142,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,1
Ibuprofen,4643,Midol,134,https://en.wikipedia.org/wiki/Ibuprofen_brand_names,TRUE,brands,1
GoPro,143,Praktica,129,https://en.wikipedia.org/wiki/List_of_digital_camera_brands,TRUE,brands,1
Nemiroff,4,Wyborowa,128,https://en.wikipedia.org/wiki/List_of_vodkas,TRUE,brands,1
Maidenform,446,Schiesser,117,https://en.wikipedia.org/wiki/List_of_lingerie_brands,TRUE,brands,1
Xiaomi,117,TechniSat,116,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,1
Le Coq Sportif,152,Bukta,114,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,1
Triaminic,179,Tempra,111,https://en.wikipedia.org/wiki/Paracetamol_brand_names,TRUE,brands,1
Troller,182,JPX,95,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,1
Giro,26126,Centurion,94,https://en.wikipedia.org/wiki/List_of_bicycle_part_manufacturing_companies,TRUE,brands,1
Kopparbergs,128,Merrydown,94,https://en.wikipedia.org/wiki/List_of_cider_brands,TRUE,brands,1
Ibuprofen,4643,Adex,92,https://en.wikipedia.org/wiki/Ibuprofen_brand_names,TRUE,brands,1
Vredestein,152,SunTour,89,https://en.wikipedia.org/wiki/List_of_bicycle_part_manufacturing_companies,TRUE,brands,1
Ace +,75238,Herron,87,https://en.wikipedia.org/wiki/Paracetamol_brand_names,TRUE,brands,1
Rocky Patel,89,Aliados,86,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,1
