name,source,type
Dancing Link,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Cross-entropy method,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Differential evolution,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Dynamic Programming,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Ellipsoid method,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Evolutionary computation,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Evolution strategy,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Gene expression programming,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Genetic algorithms,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Fitness proportionate selection,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Stochastic universal sampling,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Truncation selection,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Tournament selection,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Memetic algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Swarm intelligence,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Ant colony optimization,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Bees algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Particle swarm,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
golden section search,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Gradient descent,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Harmony search,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Interior point method,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Linear programming,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Benson's algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Dantzig–Wolfe decomposition,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Delayed column generation,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Integer linear programming,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Branch and cut,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Cutting-plane method,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Karmarkar's algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Simplex algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Line search,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Local search,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Random-restart hill climbing,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Tabu search,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Minimax used in game programming,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Nearest neighbor search,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Best Bin First,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Newton's method in optimization,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Nonlinear optimization,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
BFGS method,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Gauss–Newton algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Levenberg–Marquardt algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Nelder–Mead method,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Odds algorithmt,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Simulated annealing,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Stochastic tunneling,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Subset sum algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo
Doomsday algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Zeller's congruence,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Basic Local Alignment Search Tool,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Kabsch algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Maximum parsimony,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
UPGMA,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Lesk algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Stemming algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Sukhotin's algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
ESC algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Manning Criteria,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Pulmonary embolism diagnostic algorithms,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Texas Medication Algorithm Project,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Constraint algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Demon algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Featherstone's algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Ground state approximation,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Variational method,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Ritz method,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
N-body problems,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Barnes–Hut simulation,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Fast multipole method,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Rainflow-counting algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Sweep and prune,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
VEGAS algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Algorithms for calculating variance: avoiding instability and numerical overflow,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Approximate counting algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Bayesian statistics,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Nested sampling algorithm:,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Clustering Algorithms,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Average-linkage clustering,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Canopy clustering algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Complete-linkage clustering,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
DBSCAN,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Expectation-maximization algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Fuzzy clustering,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Fuzzy c-means,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
FLAME clustering,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
KHOPCA clustering algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
k-means clustering,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
k-means,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
k-medoids,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Linde–Buzo–Gray algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Lloyd's algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Single-linkage clustering,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
SUBCLU,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Ward's method,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
WACA clustering algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Estimation Theory,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Expectation-maximization algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Ordered subset expectation maximization,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Odds algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Kalman filter,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
False nearest neighbor algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Hidden Markov model,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Baum–Welch algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Forward-backward,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Viterbi algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Partial least squares regression,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Queuing theory,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Buzen's algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
RANSAC,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Scoring algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Yamartino method,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Ziggurat algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo
Line clipping,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Cohen–Sutherland,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Cyrus–Beck,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Fast-clipping,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Liang–Barsky,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Nicholl LeeNicholl,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Polygon clipping,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Sutherland Hodgman,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Vatti,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Weiler Atherton,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Contour lines and Isosurfaces,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Marching cubes,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Marching squares,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Marching tetrahedrons,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Discrete Green's Theorem,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Flood fill,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Global illumination algorithms,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Ambient occlusion,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Beam tracing,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Cone tracing,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Image based lighting,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Metropolis light transport,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Path tracing,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Photon mapping,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Radiosity,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Ray tracing,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Hidden surface removal,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Newell's algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Painter's algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Scanline rendering,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Warnock algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Line Drawing,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Bresenham's line algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
DDA line algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Xiaolin Wu's line algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Midpoint circle algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Ramer Douglas Peucker algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Shading,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Gouraud shading,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Phong shading,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Slerp,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Summed area table,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Asymmetric (public key) encryption,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
DSA,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
ElGamal,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Elliptic curve cryptography,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
NTRUEncrypt,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
RSA,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Cryptographic hash functions:,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
HMAC,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
MD5,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
RIPEMD 160,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
RTR0,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
SHA 1,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
SHA 2,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
SHA 3,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Tiger tree hashes,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Blum Blum Shub,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Fortuna,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Linear feedback shift register,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Yarrow algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Key exchange,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Diffie Hellman key exchange,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Key derivation function,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
bcrypt,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
PBKDF2,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
scrypt,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Secret sharing,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Blakey's Scheme,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Shamir's Scheme,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Symmetric (secret key) encryption:,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Advanced Encryption Standard,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Blowfish,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Twofish,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Threefish,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Data Encryption Standard,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
RC4,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Tiny Encryption Algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Quine–McCluskey algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Petrick's method,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Espresso heuristic logic minimizer,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
ALOPEX:,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Association rule learning,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Apriori algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Eclat algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
FP growth algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
One attribute rule,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Zero attribute rule,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Boosting (meta-algorithm),https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
AdaBoost,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
BrownBoost,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
LogitBoost,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
LPBoost,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Bootstrap aggregating,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Decision Trees,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
C4.5 algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
ID3 algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
k-nearest neighbors,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Linde Buzo Gray algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Locality sensitive hashing,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Neural Network,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Backpropagation,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Hopfield net,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Perceptron,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Pulse-coupled neural networks,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Radial basis function network,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Self-organizing map,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Random forest,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Reinforcement Learning,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Q-learning,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
State-Action-Reward-State-Action,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Temporal difference learning,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Relevance Vector Machine,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Support Vector Machines,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Structured SVM,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Winnow algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
C3 linearization,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Chaitin's algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Hindley Milner,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Rete algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Sethi Ullman algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
CYK algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Earley parser,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
GLR parse,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Inside outside algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
LL parser,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
LR parser,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Canonical LR parser,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
LALR  parser,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Operator precedence parser,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
SLR  parser,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Simple precedence parser,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Packrat parser,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Recursive descent parser,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Shunting yard algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Pratt parser,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Lexical analysis,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Deutsch Jozsa algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Grover's algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Shor's algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
Simon's algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo
BCH Codes,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Berlekamp Massey algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Peterson Gorenstein Zierler algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Reed Solomon error correction,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
BCJR algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Forward error correction,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Gray code,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Hamming codes,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Hamming distance,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Hamming weight,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Redundancy checks,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Adler 32,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Cyclic redundancy check,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Damm algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Fletcher's checksum,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Longitudinal redundancy check,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Luhn algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Luhn mod N algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Parity,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Verhoeff algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Burrows Wheeler transform,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Context tree weighting,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Delta encoding,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Dynamic Markov compression,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Dictionary coders,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Byte pair encoding,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Lempel Ziv,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
LZ78,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
LempelZiv Jeff Bonwick,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Lempel Ziv Markov chain algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Lempel Ziv Oberhumer,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Lempel Ziv Stac,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
LempelZiv Storer Szymanski,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Lempel Ziv Welch,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
LZWL,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
LZX,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Range encoding,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Huffman coding,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Adaptive Huffman coding,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Package-merge algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Shannon–Fano coding,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Shannon Fano Elias coding,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Entropy coding with known entropy characteristics,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Golomb coding,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Rice coding,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Truncated binary encoding,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Unary coding,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Universal codes,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Exponential Golomb coding,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Fibonacci coding,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Levenshtein coding,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
FELICS,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Incremental encoding,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Prediction by partial matching,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Run-length encoding,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
SEQUITUR algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
3Dc,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Audio and Speech compression,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
A-law algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Code-excited linear prediction,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Linear predictive coding,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Mu-law algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Warped Linear Predictive Coding,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Image Compression,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Block Truncation Coding,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Embedded Zerotree Wavelet,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Fast Cosine Transform algorithms,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Fractal compression,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Set Partitioning in Hierarchical Trees,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Wavelet compression,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Transform coding,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Video compression,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Vector quantization,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo
Adaptive-additive algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,dsp-algo
Discrete Fourier transform,https://en.wikipedia.org/wiki/List_of_algorithms,dsp-algo
Bluestein's FFT algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,dsp-algo
Bruun's FFT algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,dsp-algo
Cooley–Tukey FFT algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,dsp-algo
Fast Fourier transform,https://en.wikipedia.org/wiki/List_of_algorithms,dsp-algo
